Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_was_missing,Critic_Score_was_missing,Critic_Count_was_missing,User_Count_was_missing
2788,1,27,1,49,0.0,0.0,1.0,0.0,1.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2789,11,27,1,174,0.0,0.0,1.0,0.0,1.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2790,1,27,2,22,76.0,109.0,12.0,64.0,262.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2791,11,27,2,9,140.0,88.0,3.0,26.0,258.0,80.0,27.0,8.6,57.0,233,4,0,0,0,0
2792,1,27,2,3,53.0,56.0,0.0,34.0,143.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2793,11,27,2,2,66.0,2.0,0.0,11.0,79.0,73.0,31.0,8.6,61.0,257,4,0,0,0,0
2794,6,27,2,7,0.0,0.0,74.0,0.0,74.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2791,1,27,2,9,33.0,20.0,0.0,14.0,66.0,78.0,13.0,8.1,21.0,233,4,0,0,0,0
2795,1,27,2,2,26.0,8.0,13.0,7.0,54.0,70.0,21.0,8.1,19.0,230,4,0,0,0,0
2791,3,27,2,9,44.0,3.0,0.0,4.0,50.0,81.0,50.0,7.8,46.0,233,4,0,0,0,0
2796,6,27,2,3,28.0,1.0,12.0,3.0,45.0,83.0,32.0,7.5,23.0,101,4,0,0,0,0
2797,11,27,2,2,9.0,7.0,19.0,2.0,37.0,72.0,31.0,5.8,21.0,524,4,0,0,0,0
2798,1,27,2,11,27.0,1.0,2.0,3.0,33.0,80.0,35.0,8.0,27.0,14,4,0,0,0,0
2799,0,27,2,3,21.0,1.0,8.0,2.0,32.0,58.0,30.0,7.5,24.0,226,4,0,0,0,0
2793,0,27,2,2,24.0,3.0,0.0,2.0,28.0,72.0,37.0,8.5,40.0,257,4,0,0,0,0
2800,11,27,2,11,11.0,8.0,2.0,3.0,24.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2801,11,27,2,8,10.0,8.0,0.0,3.0,20.0,67.0,14.0,8.5,4.0,259,4,0,0,0,0
2802,11,27,2,8,7.0,6.0,4.0,2.0,19.0,75.0,30.0,8.5,15.0,15,4,0,0,0,0
2803,1,27,2,14,13.0,0.0,2.0,1.0,16.0,77.0,17.0,6.6,8.0,130,4,0,0,0,0
2804,1,27,2,2,14.0,0.0,0.0,1.0,16.0,64.0,20.0,7.8,17.0,267,4,0,0,0,0
2805,6,27,2,7,1.0,2.0,12.0,0.0,16.0,74.0,22.0,8.3,27.0,405,0,0,0,0,0
2806,6,27,2,20,0.0,1.0,13.0,0.0,14.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2792,11,27,2,3,0.0,2.0,0.0,12.0,14.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2807,11,27,2,3,0.0,0.0,11.0,0.0,11.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2808,11,27,2,8,1.0,1.0,5.0,0.0,8.0,66.0,23.0,8.6,17.0,15,4,0,0,0,0
2809,11,27,2,54,0.0,0.0,8.0,0.0,8.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2810,3,27,2,14,6.0,1.0,0.0,1.0,7.0,38.0,18.0,4.1,14.0,87,2,0,0,0,0
2811,1,27,2,22,0.0,0.0,7.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2812,11,27,2,22,0.0,0.0,5.0,0.0,5.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2813,6,27,2,14,5.0,0.0,0.0,0.0,5.0,60.0,25.0,5.8,9.0,130,4,0,0,0,0
2814,11,27,2,111,2.0,2.0,0.0,1.0,4.0,60.0,19.0,7.0,4.0,15,4,0,0,0,0
2815,11,27,2,8,2.0,1.0,0.0,0.0,4.0,68.0,22.0,8.3,4.0,15,4,0,0,0,0
2816,14,27,2,8,2.0,0.0,0.0,0.0,2.0,58.0,29.0,7.8,162.22990777338603,81,4,1,0,0,1
2817,14,27,2,71,2.0,0.0,0.0,0.0,2.0,62.0,17.0,7.8,162.22990777338603,15,4,1,0,0,1
2818,11,27,2,8,0.0,0.0,2.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2819,1,27,2,48,0.0,0.0,1.0,0.0,1.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2820,11,27,2,8,0.0,0.0,1.0,0.0,1.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2821,0,27,3,7,1396.0,918.0,293.0,284.0,2892.0,58.0,41.0,6.6,129.0,114,3,0,0,0,0
2822,6,27,3,7,59.0,179.0,73.0,34.0,345.0,83.0,30.0,8.4,28.0,525,3,0,0,0,0
2823,6,27,3,7,0.0,99.0,231.0,2.0,333.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2824,6,27,3,7,90.0,100.0,103.0,17.0,311.0,81.0,12.0,7.8,10.0,459,3,0,0,0,0
2825,0,27,3,3,105.0,91.0,4.0,24.0,224.0,74.0,53.0,5.7,72.0,40,3,0,0,0,0
2826,6,27,3,7,0.0,0.0,171.0,0.0,171.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2827,11,27,3,23,82.0,64.0,0.0,22.0,168.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2828,11,27,3,22,0.0,110.0,0.0,39.0,149.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2829,11,27,3,22,12.0,75.0,0.0,23.0,110.0,76.0,25.0,7.8,162.22990777338603,188,4,1,0,0,1
2830,11,27,3,22,0.0,84.0,0.0,25.0,110.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2831,6,27,3,3,0.0,0.0,101.0,0.0,101.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2832,11,27,3,22,0.0,68.0,0.0,20.0,89.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2833,6,27,3,7,0.0,0.0,52.0,0.0,52.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2834,11,27,3,22,20.0,16.0,0.0,5.0,41.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2835,6,27,3,7,30.0,3.0,0.0,3.0,36.0,87.0,51.0,8.6,105.0,526,0,0,0,0,0
2836,1,27,3,11,26.0,0.0,3.0,3.0,33.0,75.0,27.0,7.8,162.22990777338603,527,4,1,0,0,1
2837,5,27,3,7,0.0,0.0,30.0,1.0,30.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2838,1,27,3,11,27.0,0.0,0.0,2.0,30.0,72.0,37.0,7.0,5.0,134,4,0,0,0,0
2839,11,27,3,3,0.0,0.0,24.0,0.0,24.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2840,11,27,3,20,0.0,0.0,19.0,0.0,19.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2841,1,27,3,142,13.0,0.0,0.0,1.0,14.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
516,1,27,3,22,11.0,0.0,2.0,2.0,14.0,67.0,43.0,5.2,16.0,528,3,0,0,0,0
2842,6,27,3,142,13.0,0.0,0.0,1.0,14.0,38.0,4.0,7.8,162.22990777338603,529,3,1,0,0,1
2108,0,27,3,15,12.0,0.0,0.0,1.0,13.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,454,3,1,1,1,1
2843,9,27,3,11,10.0,3.0,0.0,0.0,13.0,75.0,23.0,9.2,12.0,14,3,0,0,0,0
2844,9,27,3,7,7.0,2.0,2.0,0.0,11.0,62.0,42.0,8.0,17.0,71,0,0,0,0,0
2845,1,27,3,6,0.0,0.0,11.0,0.0,11.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2846,11,27,3,22,5.0,4.0,0.0,1.0,11.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2847,1,27,3,3,0.0,0.0,9.0,0.0,9.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2848,6,27,3,7,0.0,0.0,9.0,0.0,9.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2849,6,27,3,5,7.0,1.0,0.0,1.0,9.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2850,1,27,3,3,0.0,0.0,7.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2851,3,27,3,92,5.0,1.0,0.0,1.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2852,6,27,3,7,0.0,0.0,7.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2853,6,27,3,7,0.0,0.0,6.0,0.0,6.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2854,1,27,3,3,0.0,0.0,6.0,0.0,6.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2855,6,27,3,3,0.0,0.0,5.0,0.0,5.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2856,6,27,3,7,0.0,0.0,5.0,0.0,5.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2857,1,27,3,22,4.0,0.0,0.0,0.0,5.0,50.0,11.0,7.8,6.0,530,4,0,0,0,0
2827,3,27,3,23,4.0,0.0,0.0,0.0,5.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2858,6,27,3,7,0.0,0.0,5.0,0.0,5.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2859,1,27,3,22,0.0,0.0,4.0,0.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2860,6,27,3,7,0.0,0.0,4.0,0.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2445,1,27,3,19,4.0,0.0,0.0,0.0,4.0,68.0,14.0,7.8,162.22990777338603,215,4,1,0,0,1
2861,6,27,3,33,0.0,0.0,4.0,0.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2862,1,27,3,43,3.0,0.0,0.0,0.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2863,1,27,3,175,0.0,0.0,4.0,0.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2864,1,27,3,176,0.0,0.0,2.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2865,0,27,3,142,2.0,0.0,0.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,413,4,1,1,1,1
2866,1,27,3,22,0.0,0.0,2.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2867,1,27,3,3,0.0,0.0,2.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2868,5,27,3,4,1.0,0.0,0.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,383,3,1,1,1,1
2869,5,27,3,59,1.0,0.0,0.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2870,6,27,3,61,0.0,0.0,2.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2871,11,27,3,176,0.0,0.0,2.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2872,4,27,3,43,0.0,0.0,1.0,0.0,1.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2873,11,27,3,43,0.0,0.0,1.0,0.0,1.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2874,11,27,3,43,0.0,0.0,1.0,0.0,1.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2875,8,27,3,10,0.0,1.0,0.0,0.0,1.0,68.96767850559173,26.360820941378886,7.5,8.0,531,3,0,1,1,0
2876,6,27,4,7,1128.0,914.0,650.0,288.0,2980.0,89.0,65.0,8.5,431.0,114,3,0,0,0,0
2877,1,27,4,22,245.0,101.0,0.0,75.0,421.0,85.0,59.0,8.7,109.0,532,0,0,0,0,0
2878,6,27,4,7,145.0,7.0,110.0,15.0,276.0,81.0,42.0,7.4,67.0,140,3,0,0,0,0
2879,6,27,4,7,78.0,2.0,105.0,8.0,194.0,71.0,29.0,8.1,41.0,533,3,0,0,0,0
214,4,27,4,3,41.0,6.0,4.0,66.0,115.0,43.0,17.0,4.1,176.0,96,0,0,0,0,0
214,3,27,4,3,44.0,48.0,0.0,11.0,104.0,46.0,38.0,4.4,455.0,40,0,0,0,0,0
2880,0,27,4,9,44.0,2.0,0.0,4.0,49.0,57.0,16.0,5.6,7.0,64,3,0,0,0,0
2880,6,27,4,9,45.0,0.0,0.0,4.0,49.0,56.0,7.0,7.3,4.0,8,3,0,0,0,0
2881,11,27,4,5,19.0,15.0,0.0,5.0,39.0,68.0,19.0,8.0,6.0,82,0,0,0,0,0
2882,1,27,4,22,14.0,4.0,16.0,3.0,38.0,83.0,67.0,8.7,89.0,118,3,0,0,0,0
2883,6,27,4,5,33.0,1.0,0.0,3.0,37.0,68.0,10.0,6.8,8.0,4,3,0,0,0,0
2880,9,27,4,9,25.0,7.0,0.0,1.0,33.0,74.0,5.0,7.7,12.0,64,3,0,0,0,0
2884,6,27,4,11,16.0,0.0,10.0,2.0,28.0,76.0,37.0,8.3,32.0,534,3,0,0,0,0
2885,6,27,4,0,20.0,5.0,0.0,2.0,28.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,393,3,1,1,1,1
2881,5,27,4,5,18.0,7.0,0.0,0.0,25.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,4,3,1,1,1,1
2881,9,27,4,5,15.0,4.0,0.0,1.0,19.0,67.0,9.0,7.8,162.22990777338603,535,0,1,0,0,1
2883,9,27,4,5,15.0,4.0,0.0,1.0,19.0,67.0,13.0,7.3,11.0,113,0,0,0,0,0
2886,6,27,4,7,0.0,0.0,17.0,0.0,17.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2887,9,27,4,20,12.0,3.0,0.0,0.0,16.0,47.0,4.0,7.8,162.22990777338603,536,3,1,0,0,1
2881,6,27,4,5,13.0,1.0,0.0,1.0,15.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,4,3,1,1,1,1
2888,9,27,4,3,12.0,3.0,0.0,0.0,15.0,51.0,24.0,7.2,9.0,537,3,0,0,0,0
2889,1,27,4,11,12.0,1.0,0.0,2.0,14.0,82.0,28.0,7.5,36.0,14,3,0,0,0,0
2890,5,27,4,4,9.0,3.0,0.0,0.0,13.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2887,6,27,4,20,9.0,0.0,0.0,1.0,10.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2881,14,27,4,5,7.0,2.0,0.0,0.0,10.0,68.0,16.0,7.8,162.22990777338603,535,0,1,0,0,1
2881,0,27,4,5,6.0,1.0,0.0,1.0,8.0,66.0,9.0,7.8,5.0,535,0,0,0,0,0
2888,1,27,4,3,5.0,2.0,0.0,1.0,8.0,56.0,23.0,5.9,7.0,537,3,0,0,0,0
2891,1,27,4,11,7.0,0.0,0.0,1.0,8.0,72.0,49.0,7.7,18.0,91,0,0,0,0,0
2892,1,27,4,11,0.0,0.0,5.0,0.0,5.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2888,11,27,4,3,1.0,1.0,0.0,0.0,3.0,53.0,32.0,6.7,10.0,537,3,0,0,0,0
2893,0,27,5,7,86.0,104.0,73.0,26.0,289.0,83.0,61.0,7.4,179.0,38,0,0,0,0,0
2894,6,27,5,7,63.0,5.0,135.0,8.0,210.0,84.0,56.0,8.7,44.0,114,3,0,0,0,0
2895,6,27,5,7,73.0,3.0,36.0,7.0,119.0,76.0,32.0,7.9,17.0,538,3,0,0,0,0
2896,1,27,5,22,12.0,51.0,0.0,23.0,86.0,76.0,46.0,7.9,14.0,373,3,0,0,0,0
2897,6,27,5,7,16.0,0.0,26.0,1.0,43.0,69.0,20.0,7.8,162.22990777338603,539,3,1,0,0,1
2898,1,27,5,4,12.0,12.0,0.0,7.0,30.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2899,6,27,5,3,0.0,0.0,28.0,0.0,28.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2900,1,27,5,111,18.0,0.0,0.0,1.0,20.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2901,6,27,5,7,0.0,0.0,19.0,0.0,19.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2902,6,27,5,7,13.0,2.0,0.0,1.0,17.0,62.0,14.0,7.8,162.22990777338603,540,3,1,0,0,1
2903,1,27,5,142,13.0,0.0,0.0,1.0,14.0,67.0,7.0,7.8,162.22990777338603,54,3,1,0,0,1
2904,6,27,5,7,8.0,1.0,3.0,1.0,14.0,68.0,33.0,8.1,11.0,396,3,0,0,0,0
2905,0,27,5,7,8.0,2.0,3.0,1.0,13.0,69.0,39.0,8.7,21.0,223,3,0,0,0,0
2906,1,27,5,142,8.0,0.0,0.0,1.0,9.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,456,3,1,1,1,1
2907,5,27,5,19,5.0,2.0,0.0,0.0,7.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,531,3,1,1,1,1
2908,1,27,5,2,5.0,0.0,0.0,1.0,5.0,62.0,24.0,7.8,162.22990777338603,469,0,1,0,0,1
2909,6,27,5,7,0.0,0.0,5.0,0.0,5.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2910,1,27,5,20,4.0,0.0,0.0,0.0,5.0,74.0,19.0,7.8,6.0,473,3,0,0,0,0
2911,6,27,5,2,4.0,0.0,0.0,0.0,5.0,70.0,24.0,7.8,162.22990777338603,469,3,1,0,0,1
2912,1,27,5,14,3.0,0.0,0.0,0.0,3.0,51.0,5.0,7.8,162.22990777338603,200,3,1,0,0,1
2913,1,27,5,177,2.0,0.0,0.0,0.0,2.0,60.0,16.0,7.8,162.22990777338603,20,3,1,0,0,1
2914,8,27,5,10,0.0,2.0,0.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,541,3,1,1,1,1
2915,6,27,5,100,0.0,0.0,2.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2900,11,27,5,111,1.0,1.0,0.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2916,0,27,5,15,1.0,0.0,0.0,0.0,2.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,24,3,1,1,1,1
2917,6,27,5,161,2.0,0.0,0.0,0.0,2.0,60.0,14.0,7.8,162.22990777338603,542,3,1,0,0,1
2918,6,27,5,142,1.0,0.0,0.0,0.0,1.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2919,5,27,5,149,1.0,0.0,0.0,0.0,1.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,455,3,1,1,1,1
2920,6,27,5,142,1.0,0.0,0.0,0.0,1.0,55.0,6.0,7.8,162.22990777338603,54,3,1,0,0,1
2921,8,27,5,178,1.0,0.0,0.0,0.0,1.0,68.96767850559173,26.360820941378886,8.0,6.0,541,3,0,1,1,0
2922,1,27,5,22,0.0,0.0,1.0,0.0,1.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2923,4,27,6,22,153.0,160.0,6.0,67.0,387.0,84.0,9.0,7.4,220.0,543,4,0,0,0,0
2924,1,27,6,3,73.0,42.0,0.0,27.0,142.0,64.0,25.0,7.8,38.0,515,3,0,0,0,0
2925,11,27,6,9,101.0,4.0,0.0,16.0,121.0,71.0,30.0,8.4,12.0,143,3,0,0,0,0
2925,1,27,6,9,72.0,28.0,0.0,20.0,120.0,70.0,17.0,7.0,4.0,544,3,0,0,0,0
2926,11,27,6,19,97.0,4.0,0.0,16.0,115.0,85.0,19.0,8.9,53.0,36,0,0,0,0,0
2925,5,27,6,9,81.0,30.0,0.0,2.0,112.0,50.0,8.0,4.7,6.0,124,3,0,0,0,0
2925,6,27,6,9,85.0,4.0,0.0,7.0,97.0,54.0,17.0,2.1,11.0,124,3,0,0,0,0
2925,9,27,6,9,72.0,19.0,0.0,3.0,93.0,71.0,21.0,7.0,5.0,143,3,0,0,0,0
2925,0,27,6,9,83.0,3.0,0.0,7.0,92.0,65.0,13.0,7.8,162.22990777338603,143,3,1,0,0,1
2927,9,27,6,3,71.0,18.0,0.0,3.0,92.0,59.0,32.0,8.0,46.0,96,3,0,0,0,0
2928,1,27,6,9,64.0,0.0,0.0,5.0,69.0,68.0,22.0,8.1,7.0,143,3,0,0,0,0
2929,11,27,6,22,28.0,22.0,11.0,7.0,68.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2930,4,27,6,22,0.0,56.0,4.0,0.0,61.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2931,0,27,6,7,39.0,3.0,8.0,4.0,53.0,72.0,57.0,8.4,83.0,88,3,0,0,0,0
2927,11,27,6,3,42.0,2.0,0.0,7.0,50.0,55.0,41.0,7.2,25.0,96,3,0,0,0,0
2932,1,27,6,22,37.0,3.0,0.0,4.0,45.0,76.0,32.0,7.8,162.22990777338603,545,3,1,0,0,1
2933,1,27,6,9,11.0,20.0,0.0,12.0,42.0,65.0,24.0,8.2,6.0,476,4,0,0,0,0
2934,3,27,6,2,23.0,4.0,2.0,2.0,32.0,82.0,69.0,8.0,86.0,265,0,0,0,0,0
2935,11,27,6,2,12.0,10.0,3.0,3.0,28.0,69.0,41.0,6.9,74.0,74,2,0,0,0,0
2925,3,27,6,9,22.0,1.0,0.0,2.0,25.0,65.0,16.0,6.1,8.0,143,3,0,0,0,0
2926,14,27,6,19,15.0,4.0,0.0,1.0,20.0,87.0,16.0,5.3,18.0,36,0,0,0,0,0
2925,14,27,6,9,15.0,4.0,0.0,1.0,20.0,70.0,22.0,7.8,162.22990777338603,143,3,1,0,0,1
2936,4,27,6,3,14.0,2.0,0.0,2.0,18.0,67.0,43.0,7.6,25.0,546,4,0,0,0,0
2937,3,27,6,9,11.0,1.0,0.0,1.0,14.0,80.0,50.0,7.7,13.0,545,3,0,0,0,0
2927,14,27,6,3,10.0,3.0,0.0,0.0,13.0,56.0,33.0,8.1,7.0,96,3,0,0,0,0
2938,1,27,6,3,0.0,0.0,10.0,0.0,10.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2939,1,27,6,22,0.0,2.0,7.0,1.0,10.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,547,1,1,1,1,1
2940,11,27,6,18,4.0,3.0,0.0,1.0,8.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,251,0,1,1,1,1
2935,14,27,6,2,5.0,1.0,0.0,0.0,7.0,69.0,31.0,4.6,17.0,74,2,0,0,0,0
2941,11,27,6,3,2.0,1.0,1.0,0.0,5.0,81.0,42.0,8.8,17.0,548,3,0,0,0,0
2942,11,27,6,158,2.0,2.0,0.0,1.0,5.0,48.0,4.0,7.8,162.22990777338603,478,3,1,0,0,1
2941,1,27,6,3,3.0,1.0,0.0,0.0,4.0,82.0,31.0,8.1,14.0,548,3,0,0,0,0
2943,11,27,6,22,0.0,0.0,4.0,0.0,4.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
1557,1,27,6,22,3.0,0.0,0.0,0.0,3.0,69.0,18.0,7.1,7.0,549,3,0,0,0,0
2942,14,27,6,158,1.0,0.0,0.0,0.0,2.0,44.0,7.0,6.0,5.0,478,3,0,0,0,0
2940,14,27,6,18,1.0,0.0,0.0,0.0,2.0,35.0,4.0,7.8,162.22990777338603,251,0,1,0,0,1
2944,6,27,7,7,638.0,446.0,604.0,136.0,1825.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2945,11,27,7,6,188.0,0.0,233.0,174.0,595.0,92.0,64.0,7.6,972.0,343,4,0,0,0,0
2946,3,27,7,19,282.0,103.0,13.0,40.0,438.0,94.0,90.0,8.7,1109.0,251,2,0,0,0,0
2947,6,27,7,7,128.0,3.0,73.0,12.0,215.0,69.0,21.0,7.6,50.0,129,3,0,0,0,0
207,6,27,7,6,89.0,4.0,107.0,9.0,208.0,77.0,45.0,7.1,136.0,270,0,0,0,0,0
2948,6,27,7,6,23.0,2.0,149.0,2.0,176.0,75.0,30.0,7.4,27.0,91,0,0,0,0,0
2949,0,27,7,7,78.0,37.0,30.0,13.0,158.0,53.0,34.0,6.7,106.0,342,3,0,0,0,0
2950,3,27,7,92,30.0,32.0,21.0,8.0,92.0,79.0,56.0,7.8,161.0,550,4,0,0,0,0
440,6,27,7,3,17.0,0.0,33.0,2.0,52.0,69.0,27.0,8.2,21.0,484,3,0,0,0,0
2951,6,27,7,7,16.0,1.0,28.0,1.0,48.0,65.0,34.0,6.0,21.0,311,0,0,0,0,0
2952,11,27,7,6,4.0,3.0,39.0,1.0,47.0,84.0,45.0,9.0,59.0,60,4,0,0,0,0
2953,11,27,7,43,22.0,3.0,0.0,20.0,45.0,86.0,52.0,8.4,116.0,95,2,0,0,0,0
2954,11,27,7,6,7.0,5.0,28.0,2.0,43.0,57.0,27.0,6.8,11.0,343,4,0,0,0,0
2955,5,27,7,7,0.0,0.0,39.0,1.0,40.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2956,1,27,7,6,17.0,1.0,16.0,2.0,36.0,80.0,39.0,8.4,57.0,91,4,0,0,0,0
2957,1,27,7,22,21.0,0.0,10.0,2.0,33.0,87.0,45.0,8.2,74.0,93,4,0,0,0,0
2958,11,27,7,43,9.0,7.0,15.0,2.0,33.0,84.0,54.0,6.4,42.0,25,4,0,0,0,0
2959,11,27,7,43,14.0,11.0,0.0,4.0,28.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2960,11,27,7,6,0.0,0.0,28.0,0.0,28.0,68.96767850559173,26.360820941378886,7.8,162.22990777338603,1,1,1,1,1,1
2961,5,27,7,7,0.0,0.0,28.0,1.0,28.0,92.0,25.0,8.4,190.0,91,0,0,0,0,0
2962,11,27,7,142,14.0,11.0,0.0,4.0,28.0,71.0,26.0,7.5,22.0,247,4,0,0,0,0
